Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level,Predicted Overall
Callum McGregor,Celtic,29,77,77,9000000.0,50000.0,73.0,1.0,8.555555555555556e-06,Good,76.71012644908134
Dele Alli,Beşiktaş JK,26,77,80,14000000.0,40000.0,78.66666666666667,0.9625,5.5e-06,Good,76.73441379994668
Armindo Tué Na Bangna,Fenerbahçe SK,27,77,77,11000000.0,21000.0,72.0,1.0,7e-06,Good,76.5171394053418
Sofiane Boufal,Angers SCO,28,77,77,11000000.0,28000.0,72.66666666666667,1.0,7e-06,Good,76.55458418206752
Darko Lazović,Hellas Verona,31,77,77,8500000.0,28000.0,71.0,1.0,9.058823529411764e-06,Good,76.49137261415578
Philipp Max,PSV,28,77,77,9500000.0,18000.0,70.33333333333333,1.0,8.105263157894736e-06,Good,76.47095896097403
Florian Lejeune,Rayo Vallecano,31,77,77,7000000.0,13000.0,57.0,1.0,1.1e-05,Good,76.38546278274279
Rafał Gikiewicz,FC Augsburg,34,77,77,1800000.0,21000.0,24.33333333333333,1.0,4.277777777777778e-05,Good,76.43029383736851
Hugo Mallo Novegil,RC Celta de Vigo,31,77,77,7500000.0,22000.0,47.0,1.0,1.0266666666666666e-05,Good,76.47774595611162
Burak Yılmaz,Fortuna Sittard,36,77,77,3600000.0,14000.0,82.66666666666667,1.0,2.138888888888889e-05,Good,76.24442315775693
Milton Casco,River Plate,34,77,77,3900000.0,17000.0,72.66666666666667,1.0,1.9743589743589745e-05,Good,76.32510903970447
Silvan Widmer,1. FSV Mainz 05,29,77,77,9500000.0,27000.0,67.66666666666667,1.0,8.105263157894736e-06,Good,76.53036831781941
Ander Capa Rodríguez,Athletic Club de Bilbao,30,77,77,9000000.0,25000.0,71.33333333333333,1.0,8.555555555555556e-06,Good,76.48694931516914
Ihlas Bebou,TSG Hoffenheim,28,77,77,11000000.0,39000.0,78.33333333333333,1.0,7e-06,Good,76.6362371647501
Danilo Teodoro Soares,VfL Bochum 1848,30,77,77,9000000.0,24000.0,62.0,1.0,8.555555555555556e-06,Good,76.49391178709814
Jean-David Beauguel,Al Wehda,30,77,77,10500000.0,30000.0,78.66666666666667,1.0,7.333333333333333e-06,Good,76.52110089262678
Moses Simon,FC Nantes,26,77,77,11500000.0,27000.0,71.33333333333333,1.0,6.695652173913043e-06,Good,76.5887179289079
Andre Blake,Philadelphia Union,31,77,77,5500000.0,7000.0,27.0,1.0,1.4e-05,Good,76.38002490386722
Matt Targett,Newcastle United,26,77,78,11500000.0,69000.0,55.66666666666666,0.9871794871794872,6.695652173913043e-06,Good,76.95230296649765
Matias Vecino,Lazio,30,77,77,10000000.0,45000.0,73.66666666666667,1.0,7.7e-06,Good,76.65160913071932
Yerry Mina,Everton,27,77,79,11000000.0,37000.0,55.66666666666666,0.9746835443037974,7e-06,Good,76.68133608864483
Demarai Gray,Everton,26,77,78,12500000.0,40000.0,77.66666666666667,0.9871794871794872,6.16e-06,Good,76.67997377305298
Andrija Živković,PAOK,25,77,78,12500000.0,2000.0,74.33333333333333,0.9871794871794872,6.16e-06,Good,76.39071425308387
Franck Honorat,Stade Brestois 29,25,77,78,12500000.0,24000.0,75.0,0.9871794871794872,6.16e-06,Good,76.57142119977149
Mislav Oršić,Dinamo Zagreb,29,77,77,10500000.0,1000.0,79.66666666666667,1.0,7.333333333333333e-06,Good,76.29914270454915
Nico Elvedi,Borussia Mönchengladbach,25,77,81,13000000.0,25000.0,44.333333333333336,0.9506172839506172,5.923076923076923e-06,Good,76.74118149646293
Lucas Boyé,Elche CF,26,77,80,14000000.0,23000.0,77.66666666666667,0.9625,5.5e-06,Good,76.59556756756638
Breel Embolo,AS Monaco,25,77,80,14000000.0,49000.0,79.66666666666667,0.9625,5.5e-06,Good,76.82646430754048
Marvin Friedrich,Borussia Mönchengladbach,26,77,79,11500000.0,26000.0,43.0,0.9746835443037974,6.695652173913043e-06,Good,76.63201314181939
Daniel Ceballos Fernández,Real Madrid CF,25,77,80,14000000.0,110000.0,71.0,0.9625,5.5e-06,Good,77.34466919528481
Ruben Aguilar,AS Monaco,29,77,77,9500000.0,45000.0,63.0,1.0,8.105263157894736e-06,Good,76.68672220825547
Stefan Lainer,Borussia Mönchengladbach,29,77,77,9500000.0,27000.0,66.0,1.0,8.105263157894736e-06,Good,76.53308722115105
Pedro Chirivella Burgos,FC Nantes,25,77,80,12500000.0,24000.0,56.333333333333336,0.9625,6.16e-06,Good,76.65314646750267
Marvin Schwäbe,1. FC Köln,27,77,80,10500000.0,21000.0,28.666666666666668,0.9625,7.333333333333333e-06,Good,76.62847027324415
Dyego Wilverson Ferreira Sousa,Unión Deportiva Almería,32,77,77,8500000.0,29000.0,79.33333333333333,1.0,9.058823529411764e-06,Good,76.46673011518683
Joachim Andersen,Crystal Palace,26,77,80,12000000.0,48000.0,51.66666666666666,0.9625,6.4166666666666665e-06,Good,76.83817003644364
José Manuel Reina Páez,Villarreal CF,39,77,77,1200000.0,14000.0,28.666666666666668,1.0,6.416666666666666e-05,Good,76.26690500902365
Luís Carlos Almeida da Cunha,Melbourne Victory,35,77,77,4300000.0,9000.0,77.33333333333333,1.0,1.7906976744186045e-05,Good,76.23335706577157
Germán Pezzella,Real Betis Balompié,31,77,77,7000000.0,22000.0,49.66666666666666,1.0,1.1e-05,Good,76.47179643795573
Álvaro Negredo Sánchez,Cádiz CF,36,77,77,3600000.0,25000.0,81.0,1.0,2.138888888888889e-05,Good,76.33803931509871
Roberto Soriano,Bologna,31,77,77,8500000.0,33000.0,74.0,1.0,9.058823529411764e-06,Good,76.52779552179982
Aitor Fernández,CA Osasuna,31,77,77,5500000.0,21000.0,25.666666666666668,1.0,1.4e-05,Good,76.49788744072725
Christopher Trimmel,1. FC Union Berlin,35,77,77,3200000.0,21000.0,67.33333333333333,1.0,2.40625e-05,Good,76.3453127262841
Luis Miguel Rodríguez,Club Atlético Colón,37,77,77,3600000.0,13000.0,80.0,1.0,2.138888888888889e-05,Good,76.22119864732036
Stephan El Shaarawy,Roma,29,77,77,10500000.0,63000.0,73.66666666666667,1.0,7.333333333333333e-06,Good,76.82126073369108
Pascal Groß,Brighton & Hove Albion,31,77,77,8500000.0,60000.0,74.33333333333333,1.0,9.058823529411764e-06,Good,76.75036318279473
Asier Illarramendi,Real Sociedad,32,77,77,8500000.0,31000.0,70.66666666666667,1.0,9.058823529411764e-06,Good,76.49739518596772
Oscar De Marcos Arana,Athletic Club de Bilbao,33,77,77,5500000.0,25000.0,70.0,1.0,1.4e-05,Good,76.41999542094052
Fidel Chaves de la Torre,Elche CF,32,77,77,8500000.0,22000.0,74.33333333333333,1.0,9.058823529411764e-06,Good,76.41704311808437
Jonjo Shelvey,Newcastle United,30,77,77,10000000.0,76000.0,70.66666666666667,1.0,7.7e-06,Good,76.91266814529027
Gustavo Bou,New England Revolution,32,77,77,8500000.0,11000.0,81.0,1.0,9.058823529411764e-06,Good,76.31527025074769
Rubén Rochina Naixes,Granada CF,31,77,77,8500000.0,13000.0,76.66666666666667,1.0,9.058823529411764e-06,Good,76.35817754190532
Matías Suárez,River Plate,34,77,77,5000000.0,20000.0,77.66666666666667,1.0,1.54e-05,Good,76.34526089010976
Artem Dzyuba,Adana Demirspor,33,77,77,6500000.0,25000.0,79.33333333333333,1.0,1.1846153846153846e-05,Good,76.40796810793393
Cheikhou Kouyaté,Nottingham Forest,32,77,77,7000000.0,53000.0,68.66666666666667,1.0,1.1e-05,Good,76.6776545595101
Ángel Montoro Sánchez,Real Oviedo,34,77,77,3600000.0,11000.0,65.33333333333333,1.0,2.138888888888889e-05,Good,76.28653233029934
Mario Balotelli,FC Sion,31,77,77,9000000.0,30000.0,80.0,1.0,8.555555555555556e-06,Good,76.49481658244665
Cristhian Stuani,Girona FC,35,77,77,4500000.0,22000.0,79.66666666666667,1.0,1.7111111111111112e-05,Good,76.33761433770391
Moussa Sissoko,FC Nantes,32,77,77,7000000.0,25000.0,68.66666666666667,1.0,1.1e-05,Good,76.44627973112065
Diego Godín,Vélez Sarsfield,36,77,77,1900000.0,11000.0,52.333333333333336,1.0,4.052631578947368e-05,Good,76.26367951060217
Sidnei Rechel da Silva Júnior,Unión Deportiva Las Palmas,32,77,77,7000000.0,11000.0,60.0,1.0,1.1e-05,Good,76.34473061425044
Stevan Jovetić,Hertha BSC,32,77,77,8500000.0,34000.0,79.33333333333333,1.0,9.058823529411764e-06,Good,76.50804704882779
Willian Borges da Silva,Fulham,33,77,77,6500000.0,55000.0,77.0,1.0,1.1846153846153846e-05,Good,76.65967617444406
Kévin Gameiro,RC Strasbourg Alsace,35,77,77,4500000.0,22000.0,78.0,1.0,1.7111111111111112e-05,Good,76.34033324103555
Andrés Guardado,Real Betis Balompié,35,77,77,3000000.0,16000.0,68.66666666666667,1.0,2.5666666666666663e-05,Good,76.30118096084772
Salvatore Sirigu,Napoli,35,77,77,1200000.0,23000.0,25.0,1.0,6.416666666666666e-05,Good,76.42450255306292
Umar Sadiq,Real Sociedad,25,77,82,15500000.0,33000.0,77.33333333333333,0.9390243902439024,4.967741935483871e-06,Good,76.84094807400103
Valentin Rosier,Beşiktaş JK,25,77,80,13000000.0,42000.0,58.0,0.9625,5.923076923076923e-06,Good,76.8007677981038
Taiwo Awoniyi,Nottingham Forest,24,77,80,14500000.0,56000.0,79.0,0.9625,5.310344827586207e-06,Good,76.90630621783475
Khéphren Thuram,OGC Nice,21,77,84,21500000.0,30000.0,73.0,0.9166666666666666,3.5813953488372093e-06,Good,77.13837616688181
Adrià Giner Pedrosa,RCD Espanyol de Barcelona,24,77,83,15500000.0,16000.0,64.66666666666667,0.927710843373494,4.967741935483871e-06,Good,76.84008861677088
Arthur Mendonça Cabral,Fiorentina,24,77,83,17000000.0,47000.0,78.0,0.927710843373494,4.529411764705883e-06,Good,77.07930019716761
Adam Hložek,Bayer 04 Leverkusen,19,77,87,23000000.0,27000.0,76.66666666666667,0.8850574712643678,3.3478260869565216e-06,Good,77.61809123738928
Alberto Moreno Pérez,Villarreal CF,29,77,77,9500000.0,30000.0,73.33333333333333,1.0,8.105263157894736e-06,Good,76.54591420667643
Mohamed Camara,AS Monaco,22,77,85,22500000.0,37000.0,60.66666666666666,0.9058823529411764,3.422222222222222e-06,Good,77.33803676537164
Bryan Gil Salvatierra,Tottenham Hotspur,21,77,86,23500000.0,56000.0,73.0,0.8953488372093024,3.276595744680851e-06,Good,77.65332779152698
Dávid Hancko,Feyenoord,24,77,85,22000000.0,10000.0,64.0,0.9058823529411764,3.5e-06,Good,77.06926550614389
Gonzalo Plata,Real Valladolid CF,21,77,86,23500000.0,18000.0,71.33333333333333,0.8953488372093024,3.276595744680851e-06,Good,77.34203799918723
Lucas Silva Melo,Eintracht Frankfurt,22,77,82,14500000.0,23000.0,50.66666666666666,0.9390243902439024,5.310344827586207e-06,Good,76.85655222149165
Unai Vencedor Paris,Athletic Club de Bilbao,21,77,84,21500000.0,20000.0,70.66666666666667,0.9166666666666666,3.5813953488372093e-06,Good,77.05954876426418
Max Kilman,Wolverhampton Wanderers,25,77,83,14500000.0,62000.0,44.66666666666666,0.927710843373494,5.310344827586207e-06,Good,77.23032133155786
Jan Maas,AFC Richmond,28,77,77,9000000.0,45000.0,46.66666666666666,1.0,8.555555555555556e-06,Good,76.73107955711922
Richard Montlaur,AFC Richmond,27,77,77,10000000.0,43000.0,71.66666666666667,1.0,7.7e-06,Good,76.69627914837784
Sergiño Dest,AC Milan,21,77,85,22500000.0,71000.0,66.0,0.9058823529411764,3.422222222222222e-06,Good,77.62960279250802
Jan Kuchta,AC Sparta Praha,25,77,80,14000000.0,1000.0,78.66666666666667,0.9625,5.5e-06,Good,76.43145308658612
Fábio Daniel Ferreira Vieira,Arsenal,22,77,87,23500000.0,62000.0,71.66666666666667,0.8850574712643678,3.276595744680851e-06,Good,77.85913164857928
Noni Madueke,PSV,20,77,86,23000000.0,16000.0,70.66666666666667,0.8953488372093024,3.3478260869565216e-06,Good,77.34431088327722
Manuel Ugarte,Sporting CP,21,77,85,23500000.0,11000.0,66.66666666666667,0.9058823529411764,3.276595744680851e-06,Good,77.13591057313428
Zouhair Feddal,Real Valladolid CF,32,77,77,7000000.0,22000.0,53.0,1.0,1.1e-05,Good,76.44704726225348
Marko Livaja,Hajduk Split,28,77,77,11000000.0,1000.0,78.66666666666667,1.0,7e-06,Good,76.32168468841238
Giovanni Reyna,Borussia Dortmund,19,77,86,23000000.0,24000.0,72.66666666666667,0.8953488372093024,3.3478260869565216e-06,Good,77.42646666214378
Jordan Teze,PSV,22,77,84,20000000.0,15000.0,53.333333333333336,0.9166666666666666,3.85e-06,Good,77.02239923775738
Yussuf Poulsen,RB Leipzig,28,77,77,11000000.0,53000.0,76.66666666666667,1.0,7e-06,Good,76.75464348227646
Wenderson Nascimento Galeno,FC Porto,24,77,81,15000000.0,13000.0,74.33333333333333,0.9506172839506172,5.133333333333333e-06,Good,76.61878905609524
Benoît Badiashile,AS Monaco,21,77,85,22000000.0,31000.0,51.66666666666666,0.9058823529411764,3.5e-06,Good,77.32085061920705
Musa Barrow,Bologna,23,77,83,17000000.0,31000.0,76.66666666666667,0.927710843373494,4.529411764705883e-06,Good,76.96857250122085
Patson Daka,Leicester City,23,77,83,17000000.0,68000.0,79.33333333333333,0.927710843373494,4.529411764705883e-06,Good,77.2699675648334
Lutsharel Geertruida,Feyenoord,21,77,85,22500000.0,8000.0,58.0,0.9058823529411764,3.422222222222222e-06,Good,77.12206016462363
Andoni Gorosabel Espinosa,Real Sociedad,25,77,79,12000000.0,27000.0,52.333333333333336,0.9746835443037974,6.4166666666666665e-06,Good,76.64596131175469
Oliver Skipp,Tottenham Hotspur,21,77,84,20000000.0,49000.0,52.66666666666666,0.9166666666666666,3.85e-06,Good,77.32375331688763
Mathías Olivera,Napoli,24,77,83,15500000.0,37000.0,56.0,0.927710843373494,4.967741935483871e-06,Good,77.02775803538745
Davide Frattesi,U.S. Sassuolo Calcio,22,77,86,23500000.0,29000.0,71.66666666666667,0.8953488372093024,3.276595744680851e-06,Good,77.41308010349206
Matteo Pessina,AC Monza,25,77,80,14000000.0,43000.0,74.0,0.9625,5.5e-06,Good,76.78612825849885
Eduardo Gabriel Aquino Cossa,FC Porto,25,77,80,14000000.0,14000.0,66.0,0.9625,5.5e-06,Good,76.55954077937307
Eric García Martret,FC Barcelona,21,77,84,20000000.0,71000.0,45.0,0.9166666666666666,3.85e-06,Good,77.51805478023343
Dan-Axel Zagadou,VfB Stuttgart,23,77,82,14500000.0,21000.0,41.0,0.9390243902439024,5.310344827586207e-06,Good,76.83648371831978
Merih Demiral,Atalanta,24,77,82,14500000.0,35000.0,39.333333333333336,0.9390243902439024,5.310344827586207e-06,Good,76.93557866680717
Valentin Castellanos,Girona FC,23,77,82,16000000.0,10000.0,80.33333333333333,0.9390243902439024,4.8125e-06,Good,76.68621816415887
Jorge de Frutos Sebastián,Levante Unión Deportiva,25,77,80,14000000.0,14000.0,73.66666666666667,0.9625,5.5e-06,Good,76.54703382404753
Maxence Lacroix,VfL Wolfsburg,22,77,86,22000000.0,34000.0,35.666666666666664,0.8953488372093024,3.5e-06,Good,77.50832753062053
Deniz Undav,Brighton & Hove Albion,25,77,80,14000000.0,63000.0,81.0,0.9625,5.5e-06,Good,76.93997659906987
Ademola Lookman,Atalanta,24,77,81,15000000.0,39000.0,75.33333333333333,0.9506172839506172,5.133333333333333e-06,Good,76.83200576902934
Mykola Shaparenko,Dynamo Kyiv,23,77,85,23500000.0,1000.0,71.66666666666667,0.9058823529411764,3.276595744680851e-06,Good,77.00649725777944
Mohammed Salisu,Southampton,23,77,85,22000000.0,41000.0,41.66666666666666,0.9058823529411764,3.5e-06,Good,77.38117516840083
Jordan Ferri,Montpellier Hérault SC,30,77,77,9000000.0,23000.0,69.0,1.0,8.555555555555556e-06,Good,76.47422900637704
Willian Souza Arão da Silva,Fenerbahçe SK,30,77,77,9000000.0,55000.0,69.0,1.0,8.555555555555556e-06,Good,76.73865738167927
Hugo Duro Perales,Valencia CF,22,77,84,21500000.0,32000.0,77.33333333333333,0.9166666666666666,3.5813953488372093e-06,Good,77.12852242263696
Alessandro L. Baia Marques,Clube Atlético Mineiro,34,77,77,3900000.0,32000.0,46.66666666666666,1.0,1.9743589743589745e-05,Good,76.49147473260089
Moussa Marega,Al Hilal,31,77,77,9000000.0,42000.0,80.66666666666667,1.0,8.555555555555556e-06,Good,76.5928896618523
Rob Holding,Arsenal,26,77,79,11500000.0,65000.0,39.333333333333336,0.9746835443037974,6.695652173913043e-06,Good,76.96026681154856
Benjamin Henrichs,RB Leipzig,25,77,80,13000000.0,41000.0,58.0,0.9625,5.923076923076923e-06,Good,76.79250441137563
Kasper Dolberg,Sevilla FC,24,77,81,15500000.0,39000.0,80.0,0.9506172839506172,4.967741935483871e-06,Good,76.82599211252602
Robert Lynch Sánchez,Brighton & Hove Albion,24,77,83,13500000.0,37000.0,26.33333333333333,0.927710843373494,5.703703703703704e-06,Good,77.06975742338946
Rade Krunić,AC Milan,28,77,77,10500000.0,58000.0,74.33333333333333,1.0,7.333333333333333e-06,Good,76.79816760775643
Axel Disasi,AS Monaco,24,77,82,14500000.0,37000.0,32.333333333333336,0.9390243902439024,5.310344827586207e-06,Good,76.96352483425642
Suat Serdar,Hertha BSC,25,77,81,14500000.0,30000.0,71.66666666666667,0.9506172839506172,5.310344827586207e-06,Good,76.74270623394091
Enzo Leandro Chissano Baia,Palmeiras,30,77,77,9000000.0,34000.0,59.0,1.0,8.555555555555556e-06,Good,76.58143968037703
Angelo Fulgini,1. FSV Mainz 05,25,77,80,14000000.0,27000.0,74.0,0.9625,5.5e-06,Good,76.65391407084775
Claudio Nuno Coíntra Calegari,Palmeiras,26,77,77,11500000.0,38000.0,75.0,1.0,6.695652173913043e-06,Good,76.67363359558843
Wagner Mauro Laranjo Coelho,Palmeiras,38,77,77,2100000.0,25000.0,70.0,1.0,3.6666666666666666e-05,Good,76.3125635205337
Andeson Jaime Trigo Gonçalves,Fluminense,34,77,77,3900000.0,23000.0,67.33333333333333,1.0,1.9743589743589745e-05,Good,76.38338985073486
Jadson José Meireles Correia,Flamengo,26,77,77,10000000.0,34000.0,65.33333333333333,1.0,7.7e-06,Good,76.6515518695233
Rodrigo Éder Vuarte Ruiz,Clube Atlético Mineiro,30,77,77,9000000.0,32000.0,64.33333333333333,1.0,8.555555555555556e-06,Good,76.5562124162594
Victorio Martin Maia Padilha Jabim,Palmeiras,26,77,77,10500000.0,34000.0,55.66666666666666,1.0,7.333333333333333e-06,Good,76.66892078167209
Danilo Manuel Vieira Espíndola,Santos,34,77,77,3400000.0,26000.0,40.0,1.0,2.2647058823529413e-05,Good,76.45117075273302
Murildo Kauê Cadete Teixeira,Palmeiras,22,77,77,12500000.0,33000.0,70.33333333333333,1.0,6.16e-06,Good,76.72037361308256
Sidney Adrián Pessoa Vidigal,Internacional,30,77,77,9000000.0,26000.0,60.333333333333336,1.0,8.555555555555556e-06,Good,76.51315746388616
Gelson Dany Batalha Martins,AS Monaco,27,77,77,11000000.0,47000.0,71.33333333333333,1.0,7e-06,Good,76.7330750216075
Vitor Hugo Franchescoli Souza,Trabzonspor,31,77,77,7000000.0,33000.0,36.333333333333336,1.0,1.1e-05,Good,76.58444491861894
Petros Mantalos,AEK Athens,30,77,77,10000000.0,1000.0,71.33333333333333,1.0,7.7e-06,Good,76.29182657934305
Jérémie Boga,Atalanta,25,77,80,14000000.0,47000.0,74.66666666666667,0.9625,5.5e-06,Good,76.81809424407899
Anastasios Bakasetas,Trabzonspor,29,77,77,10500000.0,38000.0,79.33333333333333,1.0,7.333333333333333e-06,Good,76.60543179415865
Romain Saïss,Beşiktaş JK,32,77,77,7000000.0,44000.0,57.333333333333336,1.0,1.1e-05,Good,76.62177262161148
Adrien Thomasson,RC Strasbourg Alsace,28,77,77,10500000.0,28000.0,74.66666666666667,1.0,7.333333333333333e-06,Good,76.54972222524427
Hany Mukhtar,Nashville SC,27,77,78,12500000.0,11000.0,75.33333333333333,0.9871794871794872,6.16e-06,Good,76.42483065356066
Fabian Schär,Newcastle United,30,77,77,8500000.0,69000.0,66.33333333333333,1.0,9.058823529411764e-06,Good,76.85709576837931
Salem Al Dawsari,Al Hilal,30,77,77,10000000.0,42000.0,72.66666666666667,1.0,7.7e-06,Good,76.62845031253372
Kevin Mbabu,Fulham,27,77,77,10000000.0,50000.0,62.333333333333336,1.0,7.7e-06,Good,76.76934871413235
Paulo André Rodrigues Oliveira,SC Braga,30,77,77,8500000.0,15000.0,38.66666666666666,1.0,9.058823529411764e-06,Good,76.45600668036198
Emerson Palmieri dos Santos,West Ham United,27,77,77,10000000.0,56000.0,67.0,1.0,7.7e-06,Good,76.81131610517295
Marius Wolf,Borussia Dortmund,27,77,77,11000000.0,42000.0,74.66666666666667,1.0,7e-06,Good,76.68632028130327
Hee Chan Hwang,Wolverhampton Wanderers,26,77,78,12500000.0,77000.0,76.0,0.9871794871794872,6.16e-06,Good,76.9884379853278
Gaetano Castrovilli,Fiorentina,25,77,81,14500000.0,47000.0,68.66666666666667,0.9506172839506172,5.310344827586207e-06,Good,76.88807783431716
Jean Butez,Royal Antwerp FC,27,77,80,10500000.0,17000.0,31.666666666666668,0.9625,7.333333333333333e-06,Good,76.59052270033442
Habib Diallo,RC Strasbourg Alsace,27,77,78,12500000.0,30000.0,78.33333333333333,0.9871794871794872,6.16e-06,Good,76.57694097539942
İrfan Can Kahveci,Fenerbahçe SK,26,77,78,12500000.0,60000.0,71.66666666666667,0.9871794871794872,6.16e-06,Good,76.85502955961076
Abdou Diallo,RB Leipzig,26,77,79,11500000.0,61000.0,50.0,0.9746835443037974,6.695652173913043e-06,Good,76.9098122833133
Kelechi Iheanacho,Leicester City,25,77,79,13500000.0,74000.0,80.66666666666667,0.9746835443037974,5.703703703703704e-06,Good,76.99291694981784
Stephy Mavididi,Montpellier Hérault SC,24,77,81,15000000.0,22000.0,77.33333333333333,0.9506172839506172,5.133333333333333e-06,Good,76.68826551065203
Ben Godfrey,Everton,24,77,85,22000000.0,31000.0,44.66666666666666,0.9058823529411764,3.5e-06,Good,77.27433590608294
Olivier Boscagli,PSV,24,77,82,14500000.0,15000.0,56.0,0.9390243902439024,5.310344827586207e-06,Good,76.74312189892692
Illan Meslier,Leeds United,22,77,84,18500000.0,25000.0,24.666666666666668,0.9166666666666666,4.162162162162162e-06,Good,77.14700042386761
Odsonne Edouard,Crystal Palace,24,76,82,12000000.0,46000.0,76.66666666666667,0.926829268292683,6.333333333333333e-06,Good,76.0780995761834
Gabriel Jairo Aníbal Rangel,RB Bragantino,30,76,76,6500000.0,16000.0,64.66666666666667,1.0,1.1692307692307693e-05,Good,75.4999150729214
Simão Alvin Acunha Bardini,Clube Atlético Mineiro,34,76,76,3500000.0,33000.0,68.0,1.0,2.1714285714285715e-05,Good,75.54811372752977
Timo Hübers,1. FC Köln,25,76,79,9000000.0,23000.0,43.0,0.9620253164556962,8.444444444444444e-06,Good,75.70566359715417
Joakim Mæhle,Atalanta,25,76,79,9000000.0,37000.0,63.66666666666666,0.9620253164556962,8.444444444444444e-06,Good,75.7876366100366
João Pedro Neves Filipe,Celtic,23,76,83,15000000.0,46000.0,71.0,0.9156626506024096,5.066666666666667e-06,Good,76.22649003925375
Florentino Morris Luís,SL Benfica,22,76,85,16000000.0,11000.0,53.66666666666666,0.8941176470588236,4.75e-06,Good,76.26538136050209
Evander da Silva Ferreira,FC Midtjylland,24,76,81,11500000.0,24000.0,72.66666666666667,0.9382716049382716,6.608695652173913e-06,Good,75.81087602264691
Roland Sallai,Sport-Club Freiburg,25,76,77,9000000.0,26000.0,72.66666666666667,0.987012987012987,8.444444444444444e-06,Good,75.65300901193265
Yangel Herrera,Girona FC,24,76,81,11500000.0,80000.0,73.66666666666667,0.9382716049382716,6.608695652173913e-06,Good,76.27199433742683
Nuno Miguel Jerónimo Sequeira,SC Braga,31,76,76,5500000.0,14000.0,60.66666666666666,1.0,1.3818181818181818e-05,Good,75.46740375277139
Riccardo Orsolini,Bologna,25,76,79,10000000.0,32000.0,72.0,0.9620253164556962,7.6e-06,Good,75.73592370538802
Jorge Sánchez,Ajax,24,76,82,11000000.0,13000.0,57.0,0.926829268292683,6.909090909090909e-06,Good,75.83429232781575
Tarik Tissoudali,KAA Gent,29,76,76,7500000.0,25000.0,75.33333333333333,1.0,1.0133333333333332e-05,Good,75.57939448684223
Rodrigo Aliendro,River Plate,31,76,76,6000000.0,17000.0,75.66666666666667,1.0,1.2666666666666668e-05,Good,75.46932305579654
Tyler Adams,Leeds United,23,76,80,10000000.0,29000.0,54.66666666666666,0.95,7.6e-06,Good,75.82634521890103
Shoya Nakajima,Antalyaspor,27,76,76,8000000.0,26000.0,73.0,1.0,9.5e-06,Good,75.63168634913794
Fernando Zampedri,Universidad Católica,34,76,76,3600000.0,13000.0,79.66666666666667,1.0,2.111111111111111e-05,Good,75.3641335242095
Marko Grujić,FC Porto,26,76,79,9500000.0,14000.0,74.33333333333333,0.9620253164556962,8e-06,Good,75.56246563775196
Yusuf Yazıcı,Trabzonspor,25,76,80,10500000.0,32000.0,76.0,0.95,7.238095238095238e-06,Good,75.77930995118797
Thomas Henry,Hellas Verona,27,76,76,8000000.0,29000.0,80.33333333333333,1.0,9.5e-06,Good,75.64451333466334
James Justin,Leicester City,24,76,79,9500000.0,52000.0,57.66666666666666,0.9620253164556962,8e-06,Good,75.94228610481767
Romain Perraud,Southampton,24,76,80,10000000.0,38000.0,75.0,0.95,7.6e-06,Good,75.8482337097698
Trevoh Chalobah,Chelsea,22,76,82,11000000.0,64000.0,49.333333333333336,0.926829268292683,6.909090909090909e-06,Good,76.30685474435714
Adilson Patrick Edrada Pereira,Santos,30,76,76,7000000.0,26000.0,70.0,1.0,1.0857142857142858e-05,Good,75.57544772236739
Alejandro Silva,Club Olimpia,32,76,76,6000000.0,1000.0,70.0,1.0,1.2666666666666668e-05,Good,75.32704177043396
Florian Müller,VfB Stuttgart,24,76,80,8500000.0,15000.0,25.666666666666668,0.95,8.941176470588235e-06,Good,75.73385753516195
Wesley Hoedt,RSC Anderlecht,28,76,77,7000000.0,22000.0,43.66666666666666,0.987012987012987,1.0857142857142858e-05,Good,75.60293318457224
Frank Fabra,Boca Juniors,31,76,76,5500000.0,16000.0,73.66666666666667,1.0,1.3818181818181818e-05,Good,75.462723080241
Diego Javier Llorente Ríos,Leeds United,28,76,77,7000000.0,36000.0,42.333333333333336,0.987012987012987,1.0857142857142858e-05,Good,75.72079572143227
Sebastián Palacios,Panathinaikos FC,30,76,76,7000000.0,1000.0,76.0,1.0,1.0857142857142858e-05,Good,75.35907500216862
Daniel Amartey,Leicester City,27,76,77,7500000.0,60000.0,54.66666666666666,0.987012987012987,1.0133333333333332e-05,Good,75.91990776011909
Frank Acheampong,Shenzhen FC,28,76,76,7500000.0,15000.0,77.0,1.0,1.0133333333333332e-05,Good,75.51335308526762
Divock Origi,AC Milan,27,76,77,9000000.0,56000.0,77.66666666666667,0.987012987012987,8.444444444444444e-06,Good,75.85413116570558
Antonio José Rodríguez Díaz,Granada CF,30,76,76,7000000.0,12000.0,77.33333333333333,1.0,1.0857142857142858e-05,Good,75.44779713351346
Ruben Loftus-Cheek,Chelsea,26,76,79,9500000.0,81000.0,74.0,0.9620253164556962,8e-06,Good,76.1166563292073
Abderrazak Hamdallah,Al Ittihad,31,76,76,6500000.0,40000.0,78.33333333333333,1.0,1.1692307692307693e-05,Good,75.65662997803966
Federico Di Francesco,Lecce,28,76,76,7500000.0,20000.0,71.33333333333333,1.0,1.0133333333333332e-05,Good,75.56391429023617
