Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level
Ersin Destanoğlu,Beşiktaş JK,21,75,81,7500000.0,21000.0,23.0,0.9259259259259259,1e-05,Good
Dênis Rubens Stein Rebelo,Ceará Sporting Club,38,75,75,1900000.0,12000.0,75.33333333333333,1.0,3.9473684210526316e-05,Good
Connor Roberts,Burnley,26,75,76,6000000.0,36000.0,57.333333333333336,0.9868421052631579,1.25e-05,Good
Jordan Ayew,Crystal Palace,30,75,75,5500000.0,50000.0,73.66666666666667,1.0,1.3636363636363637e-05,Good
Timo Horn,1. FC Köln,29,75,77,4700000.0,20000.0,24.0,0.974025974025974,1.5957446808510637e-05,Good
Estevão Daniel Formoso Serpa,Clube Atlético Mineiro,30,75,75,5500000.0,34000.0,78.66666666666667,1.0,1.3636363636363637e-05,Good
Loïs Openda,Racing Club de Lens,22,75,83,12500000.0,28000.0,75.33333333333333,0.9036144578313253,6e-06,Good
Thomas Foket,Stade de Reims,27,75,75,5500000.0,20000.0,61.666666666666664,1.0,1.3636363636363637e-05,Good
Elías Gómez,River Plate,28,75,75,5000000.0,16000.0,67.33333333333333,1.0,1.5e-05,Good
Ethan Pinnock,Brentford,29,75,75,4700000.0,40000.0,41.666666666666664,1.0,1.5957446808510637e-05,Good
Bruno Martins Indi,AZ Alkmaar,30,75,75,4600000.0,10000.0,45.666666666666664,1.0,1.6304347826086955e-05,Good
Danny Ward,Leicester City,29,75,75,3800000.0,49000.0,22.666666666666668,1.0,1.9736842105263158e-05,Good
Romain Thomas,Stade Malherbe Caen,34,75,75,1800000.0,8000.0,40.666666666666664,1.0,4.1666666666666665e-05,Good
Rafael Jorgino Cachoira Rebelo,RB Bragantino,22,75,75,6000000.0,13000.0,43.333333333333336,1.0,1.25e-05,Good
Romain Alessandrini,Shenzhen FC,33,75,75,3600000.0,14000.0,78.33333333333333,1.0,2.0833333333333333e-05,Good
Domilson Cordeiro dos Santos,Fiorentina,23,75,84,12000000.0,34000.0,67.66666666666667,0.8928571428571429,6.25e-06,Good
Ricard Puig Martí,LA Galaxy,22,75,83,12500000.0,8000.0,64.33333333333333,0.9036144578313253,6e-06,Good
João Paulo Mior,Seattle Sounders FC,31,75,75,4600000.0,9000.0,71.66666666666667,1.0,1.6304347826086955e-05,Good
Nicola Sansone,Bologna,30,75,75,5500000.0,29000.0,72.33333333333333,1.0,1.3636363636363637e-05,Good
Daniel García Carrillo,Athletic Club de Bilbao,32,75,75,4400000.0,24000.0,67.0,1.0,1.7045454545454546e-05,Good
Jose Luís García Vayá,Levante Unión Deportiva,23,75,81,9000000.0,11000.0,66.33333333333333,0.9259259259259259,8.333333333333334e-06,Good
Robert Rojas,River Plate,26,75,76,6000000.0,15000.0,61.333333333333336,0.9868421052631579,1.25e-05,Good
Tom Cairney,Fulham,31,75,75,4600000.0,49000.0,73.0,1.0,1.6304347826086955e-05,Good
Jean Michaël Seri,Hull City,30,75,75,5500000.0,18000.0,67.66666666666667,1.0,1.3636363636363637e-05,Good
Pierre Lees-Melou,Stade Brestois 29,29,75,75,5500000.0,23000.0,72.66666666666667,1.0,1.3636363636363637e-05,Good
Joe Aribo,Southampton,25,75,78,7500000.0,44000.0,70.66666666666667,0.9615384615384616,1e-05,Good
Taxiarchis Fountas,D.C. United,26,75,76,6500000.0,10000.0,77.66666666666667,0.9868421052631579,1.1538461538461538e-05,Good
Jawad El Yamiq,Real Valladolid CF,30,75,75,4600000.0,20000.0,55.666666666666664,1.0,1.6304347826086955e-05,Good
Franco Cristaldo,Club Atlético Huracán,25,75,78,7500000.0,13000.0,71.0,0.9615384615384616,1e-05,Good
Sead Kolašinac,Olympique de Marseille,29,75,75,4900000.0,32000.0,68.33333333333333,1.0,1.530612244897959e-05,Good
Vicente Iborra de la Fuente,Levante Unión Deportiva,34,75,75,1900000.0,26000.0,70.0,1.0,3.9473684210526316e-05,Good
Maximilian Eggestein,Sport-Club Freiburg,25,75,76,6000000.0,22000.0,65.66666666666667,0.9868421052631579,1.25e-05,Good
Jorgino Silas Ruiz Prestes,Ceará Sporting Club,30,75,75,4700000.0,13000.0,55.666666666666664,1.0,1.5957446808510637e-05,Good
Kevin Vázquez Comesaña,RC Celta de Vigo,29,75,75,4900000.0,21000.0,56.666666666666664,1.0,1.530612244897959e-05,Good
Steven Zuber,AEK Athens,30,75,75,5500000.0,1000.0,74.66666666666667,1.0,1.3636363636363637e-05,Good
Ryan Sessegnon,Tottenham Hotspur,22,75,83,12000000.0,53000.0,70.33333333333333,0.9036144578313253,6.25e-06,Good
Lautaro Giannetti,Vélez Sarsfield,28,75,77,5500000.0,15000.0,36.666666666666664,0.974025974025974,1.3636363636363637e-05,Good
Matheus Leite Nascimento,Zhejiang Professional FC,39,75,75,1800000.0,8000.0,75.66666666666667,1.0,4.1666666666666665e-05,Good
Anders Christiansen,Malmö FF,32,75,75,4400000.0,9000.0,73.0,1.0,1.7045454545454546e-05,Good
Iván Alejo Peralta,Cádiz CF,27,75,75,6000000.0,27000.0,75.0,1.0,1.25e-05,Good
Anwar El Ghazi,PSV,27,75,75,6000000.0,18000.0,79.66666666666667,1.0,1.25e-05,Good
Lincoln Oliveira dos Santos,Fenerbahçe SK,23,75,82,11500000.0,46000.0,71.66666666666667,0.9146341463414634,6.521739130434783e-06,Good
Munas Dabbur,TSG Hoffenheim,30,75,75,5500000.0,33000.0,77.0,1.0,1.3636363636363637e-05,Good
Brendan Chardonnet,Stade Brestois 29,27,75,78,6500000.0,20000.0,48.333333333333336,0.9615384615384616,1.1538461538461538e-05,Good
Youcef Atal,OGC Nice,26,75,78,7000000.0,33000.0,71.0,0.9615384615384616,1.0714285714285714e-05,Good
Fernando Zuqui,Estudiantes de La Plata,30,75,75,5500000.0,13000.0,65.0,1.0,1.3636363636363637e-05,Good
Yimmi Chará,Portland Timbers,31,75,75,4700000.0,9000.0,72.0,1.0,1.5957446808510637e-05,Good
Alexandru Maxim,Gazişehir Gaziantep F.K.,31,75,75,4700000.0,18000.0,71.33333333333333,1.0,1.5957446808510637e-05,Good
Alexander Barboza,Club Libertad,27,75,78,6500000.0,900.0,59.666666666666664,0.9615384615384616,1.1538461538461538e-05,Good
Tom Davies,Everton,24,75,78,7500000.0,31000.0,67.66666666666667,0.9615384615384616,1e-05,Good
Aleš Mandous,SK Slavia Praha,30,75,75,3700000.0,950.0,25.0,1.0,2.027027027027027e-05,Good
Sam Larsson,Antalyaspor,29,75,75,5500000.0,26000.0,71.66666666666667,1.0,1.3636363636363637e-05,Good
Ivan Schranz,SK Slavia Praha,28,75,75,5500000.0,1000.0,76.66666666666667,1.0,1.3636363636363637e-05,Good
Niclas Füllkrug,SV Werder Bremen,29,75,75,5500000.0,26000.0,78.33333333333333,1.0,1.3636363636363637e-05,Good
André Filipe Tavares Gomes,LOSC Lille,28,75,75,5500000.0,37000.0,71.0,1.0,1.3636363636363637e-05,Good
Laurent Abergel,FC Lorient,29,75,75,4800000.0,18000.0,56.0,1.0,1.5625e-05,Good
Jakub Pešek,AC Sparta Praha,29,75,75,5500000.0,1000.0,71.66666666666667,1.0,1.3636363636363637e-05,Good
Anthony Losilla,VfL Bochum 1848,36,75,75,1100000.0,15000.0,53.0,1.0,6.818181818181818e-05,Good
Federico Gatti,Juventus,24,75,81,8000000.0,59000.0,37.0,0.9259259259259259,9.375e-06,Good
Alejandro Baena Rodríguez,Villarreal CF,20,75,82,11000000.0,21000.0,75.33333333333333,0.9146341463414634,6.818181818181818e-06,Good
Jens Stryger Larsen,Trabzonspor,31,75,75,4099999.0,29000.0,65.66666666666667,1.0,1.8292687388460338e-05,Good
Samuel Sáiz Alonso,Girona FC,31,75,75,4800000.0,26000.0,76.33333333333333,1.0,1.5625e-05,Good
Tariq Lamptey,Brighton & Hove Albion,21,75,83,12000000.0,35000.0,50.0,0.9036144578313253,6.25e-06,Good
José Luís Mendes Andrade,Atakaş Hatayspor,31,75,75,4800000.0,16000.0,77.33333333333333,1.0,1.5625e-05,Good
Jesper Lindstrøm,Eintracht Frankfurt,22,75,84,12500000.0,22000.0,72.66666666666667,0.8928571428571429,6e-06,Good
Rico Henry,Brentford,24,75,78,7000000.0,33000.0,49.333333333333336,0.9615384615384616,1.0714285714285714e-05,Good
Nehuén Pérez,Udinese Calcio,22,75,82,10500000.0,13000.0,29.666666666666668,0.9146341463414634,7.142857142857143e-06,Good
Morgan Gibbs-White,Nottingham Forest,22,75,83,12500000.0,45000.0,71.66666666666667,0.9036144578313253,6e-06,Good
Daniel Santos Bragança,Sporting CP,23,75,84,12500000.0,11000.0,68.66666666666667,0.8928571428571429,6e-06,Good
Gonzalo Higuaín,Inter Miami CF,34,75,75,2700000.0,10000.0,81.0,1.0,2.777777777777778e-05,Good
Andriy Lunin,Real Madrid CF,23,75,84,11000000.0,63000.0,24.666666666666668,0.8928571428571429,6.818181818181818e-06,Good
Niklas Stark,SV Werder Bremen,27,75,77,6000000.0,21000.0,53.333333333333336,0.974025974025974,1.25e-05,Good
Josh Brownhill,Burnley,26,75,78,7500000.0,40000.0,68.66666666666667,0.9615384615384616,1e-05,Good
Omar Mascarell González,Elche CF,29,75,75,4800000.0,18000.0,61.333333333333336,1.0,1.5625e-05,Good
Iñigo Lekue Martínez,Athletic Club de Bilbao,29,75,75,4900000.0,23000.0,66.0,1.0,1.530612244897959e-05,Good
Pietro Beruatto,Pisa,23,75,81,8500000.0,5000.0,38.666666666666664,0.9259259259259259,8.823529411764705e-06,Good
Davi Alexandre Parrela Ferreira,Atlético Clube Goianiense,22,75,75,6000000.0,11000.0,40.0,1.0,1.25e-05,Good
Alex Král,FC Schalke 04,24,75,80,8000000.0,18000.0,70.0,0.9375,9.375e-06,Good
Ștefan Radu,Lazio,35,75,75,1500000.0,26000.0,63.0,1.0,5e-05,Good
Ruben Vargas,FC Augsburg,23,75,81,9000000.0,22000.0,70.33333333333333,0.9259259259259259,8.333333333333334e-06,Good
Ainsley Maitland-Niles,Southampton,24,75,77,6500000.0,49000.0,65.66666666666667,0.974025974025974,1.1538461538461538e-05,Good
Djed Spence,Tottenham Hotspur,21,75,84,12000000.0,44000.0,47.333333333333336,0.8928571428571429,6.25e-06,Good
Petr Ševčík,SK Slavia Praha,28,75,75,5500000.0,1000.0,70.0,1.0,1.3636363636363637e-05,Good
Johnny Russell,Sporting Kansas City,32,75,75,4500000.0,10000.0,76.33333333333333,1.0,1.6666666666666667e-05,Good
Malo Gusto,Olympique Lyonnais,19,75,85,11500000.0,24000.0,57.666666666666664,0.8823529411764706,6.521739130434783e-06,Good
Arthur Theate,Stade Rennais FC,22,75,82,10500000.0,30000.0,38.666666666666664,0.9146341463414634,7.142857142857143e-06,Good
Abdülkadir Ömür,Trabzonspor,23,75,80,8500000.0,28000.0,68.33333333333333,0.9375,8.823529411764705e-06,Good
Estevão Daniel Formoso Serpa,Clube Atlético Mineiro,30,75,75,5500000.0,34000.0,78.66666666666667,1.0,1.3636363636363637e-05,Good
Rafael Jorgino Cachoira Rebelo,RB Bragantino,22,75,75,6000000.0,13000.0,43.333333333333336,1.0,1.25e-05,Good
Giuseppe Pezzella,Lecce,24,75,77,6500000.0,5000.0,64.66666666666667,0.974025974025974,1.1538461538461538e-05,Good
Jose Luís García Vayá,Levante Unión Deportiva,23,75,81,9000000.0,11000.0,66.33333333333333,0.9259259259259259,8.333333333333334e-06,Good
Nahitan Nández,Cagliari,26,75,76,6500000.0,6000.0,71.0,0.9868421052631579,1.1538461538461538e-05,Good
Joe Aribo,Southampton,25,75,78,7500000.0,44000.0,70.66666666666667,0.9615384615384616,1e-05,Good
Ibrahima Sissoko,RC Strasbourg Alsace,24,75,79,8000000.0,21000.0,66.66666666666667,0.9493670886075949,9.375e-06,Good
Iván Alejo Peralta,Cádiz CF,27,75,75,6000000.0,27000.0,75.0,1.0,1.25e-05,Good
Simon Banza,SC Braga,25,75,78,7500000.0,15000.0,75.66666666666667,0.9615384615384616,1e-05,Good
Maximilian Wöber,FC Red Bull Salzburg,24,75,80,7500000.0,20000.0,53.333333333333336,0.9375,1e-05,Good
Josip Juranović,Celtic,26,75,76,6000000.0,42000.0,68.0,0.9868421052631579,1.25e-05,Good
Amine Harit,Olympique de Marseille,25,75,78,7500000.0,22000.0,62.333333333333336,0.9615384615384616,1e-05,Good
Felix Uduokhai,FC Augsburg,24,75,79,7000000.0,20000.0,43.333333333333336,0.9493670886075949,1.0714285714285714e-05,Good
Ko Itakura,Borussia Mönchengladbach,25,75,80,7500000.0,22000.0,52.0,0.9375,1e-05,Good
Miha Zajc,Fenerbahçe SK,28,75,75,5500000.0,56000.0,74.33333333333333,1.0,1.3636363636363637e-05,Good
Lincoln Oliveira dos Santos,Fenerbahçe SK,23,75,82,11500000.0,46000.0,71.66666666666667,0.9146341463414634,6.521739130434783e-06,Good
Brahian Alemán,Gimnasia y Esgrima La Plata,32,75,75,4400000.0,17000.0,76.0,1.0,1.7045454545454546e-05,Good
Lukáš Haraslín,AC Sparta Praha,26,75,76,6500000.0,1000.0,70.66666666666667,0.9868421052631579,1.1538461538461538e-05,Good
Juan Camilo Hernández Suárez,Columbus Crew,23,75,80,8500000.0,9000.0,76.33333333333333,0.9375,8.823529411764705e-06,Good
Andriy Yarmolenko,Al Ain FC,32,75,75,4500000.0,1000.0,78.66666666666667,1.0,1.6666666666666667e-05,Good
Cristian Roldan,Seattle Sounders FC,27,75,75,6000000.0,9000.0,72.33333333333333,1.0,1.25e-05,Good
Jean Paulo Fernandes Filho,Club Cerro Porteño,26,75,78,5500000.0,750.0,22.666666666666668,0.9615384615384616,1.3636363636363637e-05,Good
Léandre Tawamba,Al Taawoun,32,75,75,4600000.0,26000.0,78.33333333333333,1.0,1.6304347826086955e-05,Good
Sander Berge,Sheffield United,24,75,81,8000000.0,22000.0,67.66666666666667,0.9259259259259259,9.375e-06,Good
Alan Varela,Boca Juniors,20,75,85,11500000.0,11000.0,62.0,0.8823529411764706,6.521739130434783e-06,Good
Jordy Clasie,AZ Alkmaar,31,75,75,4600000.0,11000.0,63.333333333333336,1.0,1.6304347826086955e-05,Good
Diogo Filipe Rocha Costa,Sporting CP,27,75,75,6000000.0,14000.0,67.33333333333333,1.0,1.25e-05,Good
Martín Silva,Club Libertad,39,75,75,625000.0,500.0,26.666666666666668,1.0,0.00012,Good
Walter Bou,Vélez Sarsfield,28,75,75,6000000.0,17000.0,77.0,1.0,1.25e-05,Good
Sam Johnstone,Crystal Palace,29,75,77,4700000.0,36000.0,24.333333333333332,0.974025974025974,1.5957446808510637e-05,Good
Cristian Ansaldi,Parma,35,75,75,1700000.0,4000.0,66.33333333333333,1.0,4.411764705882353e-05,Good
Benjamin Hübner,TSG Hoffenheim,32,75,75,3600000.0,28000.0,39.333333333333336,1.0,2.0833333333333333e-05,Good
Nathaniel Clyne,Crystal Palace,31,74,74,3100000.0,39000.0,64.33333333333333,1.0,2.3870967741935483e-05,Average
Albert Rusnák,Seattle Sounders FC,27,74,74,4500000.0,8000.0,74.66666666666667,1.0,1.6444444444444444e-05,Average
Amine Adli,Bayer 04 Leverkusen,22,74,84,9500000.0,37000.0,75.0,0.8809523809523809,7.789473684210526e-06,Average
Grant Hanley,Norwich City,30,74,74,3500000.0,34000.0,33.0,1.0,2.1142857142857144e-05,Average
Ailton Diogo Coelho Barbosa,São Paulo,30,74,74,4099999.0,31000.0,72.33333333333333,1.0,1.8048784889947535e-05,Average
Dodi Lukébakio,Hertha BSC,24,74,77,6000000.0,22000.0,73.33333333333333,0.961038961038961,1.2333333333333333e-05,Average
Moussa Djenepo,Southampton,24,74,78,6000000.0,37000.0,67.0,0.9487179487179487,1.2333333333333333e-05,Average
Diogo Filipe Pinto Leite,1. FC Union Berlin,23,74,82,8500000.0,9000.0,39.666666666666664,0.9024390243902439,8.705882352941177e-06,Average
Lucas Perrin,RC Strasbourg Alsace,23,74,79,6000000.0,18000.0,36.666666666666664,0.9367088607594937,1.2333333333333333e-05,Average
Yunus Musah,Valencia CF,19,74,83,9000000.0,16000.0,71.66666666666667,0.891566265060241,8.222222222222222e-06,Average
Marco Carnesecchi,US Cremonese,22,74,82,8000000.0,23000.0,21.666666666666668,0.9024390243902439,9.25e-06,Average
Guilherme Costa Marques,Guangzhou City,31,74,74,3500000.0,11000.0,68.0,1.0,2.1142857142857144e-05,Average
Jesus Ferreira,FC Dallas,21,74,84,9500000.0,7000.0,74.66666666666667,0.8809523809523809,7.789473684210526e-06,Average
Douglas Arthur Armeira Bahia,Palmeiras,30,74,74,3600000.0,28000.0,60.666666666666664,1.0,2.0555555555555555e-05,Average
Mattia Aramu,Genoa,27,74,75,4900000.0,5000.0,67.0,0.9866666666666667,1.510204081632653e-05,Average
Augusto Solari,RC Celta de Vigo,30,74,74,4099999.0,20000.0,66.0,1.0,1.8048784889947535e-05,Average
Ondřej Kolář,SK Slavia Praha,27,74,75,3600000.0,900.0,23.333333333333332,0.9866666666666667,2.0555555555555555e-05,Average
Sergio Álvarez Díaz,SD Eibar,30,74,74,3500000.0,9000.0,68.0,1.0,2.1142857142857144e-05,Average
Gustavo Hamer,Coventry City,25,74,79,6000000.0,20000.0,69.33333333333333,0.9367088607594937,1.2333333333333333e-05,Average
Luis Jesús Pérez Maqueda,Real Valladolid CF,27,74,75,4400000.0,18000.0,57.333333333333336,0.9866666666666667,1.6818181818181818e-05,Average
Jack Cork,Burnley,33,74,74,2100000.0,34000.0,63.333333333333336,1.0,3.523809523809524e-05,Average
Francisco Casilla Cortés,Getafe CF,35,74,74,475000.0,11000.0,27.333333333333332,1.0,0.00015578947368421052,Average
Nikola Storm,KV Mechelen,27,74,74,4500000.0,14000.0,74.0,1.0,1.6444444444444444e-05,Average
Bruno Henrique Corsini,Al Ittihad,32,74,74,2800000.0,29000.0,68.33333333333333,1.0,2.6428571428571428e-05,Average
Raúl Gudiño,Atlanta United,26,74,77,4200000.0,6000.0,26.0,0.961038961038961,1.761904761904762e-05,Average
Kauê Enaldo Lima Rodrigues,Fluminense,26,74,74,4000000.0,19000.0,62.666666666666664,1.0,1.85e-05,Average
Alessio Castro-Montes,KAA Gent,25,74,77,5500000.0,19000.0,71.66666666666667,0.961038961038961,1.3454545454545455e-05,Average
Bobby Decordova-Reid,Fulham,29,74,74,4099999.0,47000.0,71.66666666666667,1.0,1.8048784889947535e-05,Average
Gabriel Ávalos,Argentinos Juniors,31,74,74,3600000.0,14000.0,77.0,1.0,2.0555555555555555e-05,Average
Jamiro Gregory Monteiro Alvarenga,San Jose Earthquakes,28,74,74,4200000.0,9000.0,66.0,1.0,1.761904761904762e-05,Average
Hervé Koffi,Royal Charleroi S.C.,25,74,78,4600000.0,10000.0,22.666666666666668,0.9487179487179487,1.608695652173913e-05,Average
Leroy Fer,Aytemiz Alanyaspor,32,74,74,2800000.0,18000.0,66.66666666666667,1.0,2.6428571428571428e-05,Average
Marco Richter,Hertha BSC,24,74,77,6000000.0,22000.0,72.66666666666667,0.961038961038961,1.2333333333333333e-05,Average
Petros Matheus dos Santos Araujo,Al Fateh,33,74,74,2600000.0,26000.0,69.33333333333333,1.0,2.846153846153846e-05,Average
Marco André Rocha Pereira,Santa Clara,35,74,74,475000.0,3000.0,26.333333333333332,1.0,0.00015578947368421052,Average
Cyle Larin,Club Brugge KV,27,74,75,4900000.0,24000.0,77.33333333333333,0.9866666666666667,1.510204081632653e-05,Average
Ignacio Pussetto,U.C. Sampdoria,26,74,76,5500000.0,40000.0,75.33333333333333,0.9736842105263158,1.3454545454545455e-05,Average
Pedro Gallese,Orlando City Soccer Club,32,74,74,2100000.0,6000.0,29.333333333333332,1.0,3.523809523809524e-05,Average
Bernardo Espinosa,Girona FC,32,74,74,2700000.0,20000.0,44.0,1.0,2.7407407407407408e-05,Average
Joris Kayembe,Royal Charleroi S.C.,27,74,74,4099999.0,13000.0,65.33333333333333,1.0,1.8048784889947535e-05,Average
Allan-Roméo Nyom,CD Leganés,34,74,74,1500000.0,11000.0,67.0,1.0,4.933333333333333e-05,Average
Anderson Plata,Al Adalah,31,74,74,3500000.0,19000.0,69.33333333333333,1.0,2.1142857142857144e-05,Average
Bautista Merlini,Club Libertad,26,74,74,4600000.0,950.0,66.33333333333333,1.0,1.608695652173913e-05,Average
Rubén Blanco Veiga,Olympique de Marseille,26,74,78,4500000.0,15000.0,28.0,0.9487179487179487,1.6444444444444444e-05,Average
Jeff Reine-Adélaïde,Olympique Lyonnais,24,74,81,8500000.0,40000.0,74.66666666666667,0.9135802469135802,8.705882352941177e-06,Average
Wes Foderingham,Sheffield United,31,74,74,2200000.0,19000.0,26.333333333333332,1.0,3.3636363636363636e-05,Average
Luis Rioja González,Deportivo Alavés,28,74,74,4200000.0,12000.0,71.66666666666667,1.0,1.761904761904762e-05,Average
Vitaly Janelt,Brentford,24,74,80,6500000.0,34000.0,71.33333333333333,0.925,1.1384615384615385e-05,Average
Richard Ofori,Orlando Pirates,28,74,77,3900000.0,750.0,29.0,0.961038961038961,1.8974358974358975e-05,Average
Murilo de Souza Costa,Gil Vicente FC,27,74,74,4500000.0,12000.0,70.66666666666667,1.0,1.6444444444444444e-05,Average
Adama Soumaoro,Bologna,30,74,74,3500000.0,25000.0,37.666666666666664,1.0,2.1142857142857144e-05,Average
Jeison Murillo,U.C. Sampdoria,30,74,74,3500000.0,16000.0,50.0,1.0,2.1142857142857144e-05,Average
Fernando Calero Villa,RCD Espanyol de Barcelona,26,74,76,4600000.0,15000.0,49.0,0.9736842105263158,1.608695652173913e-05,Average
Maxime D'Arpino,KV Oostende,26,74,76,4700000.0,11000.0,61.666666666666664,0.9736842105263158,1.574468085106383e-05,Average
Jakub Moder,Brighton & Hove Albion,23,74,83,9500000.0,43000.0,73.0,0.891566265060241,7.789473684210526e-06,Average
Akim Zedadka,LOSC Lille,27,74,75,4400000.0,24000.0,60.0,0.9866666666666667,1.6818181818181818e-05,Average
Dany Mota Carvalho,AC Monza,24,74,80,6500000.0,37000.0,74.0,0.925,1.1384615384615385e-05,Average
Dante Vanzeir,Royale Union Saint-Gilloise,24,74,78,6000000.0,15000.0,75.66666666666667,0.9487179487179487,1.2333333333333333e-05,Average
Robert Skov,TSG Hoffenheim,26,74,75,5000000.0,31000.0,76.33333333333333,0.9866666666666667,1.48e-05,Average
Cristian Gamboa,VfL Bochum 1848,32,74,74,2900000.0,20000.0,56.666666666666664,1.0,2.5517241379310345e-05,Average
Mauricio Pereyra,Orlando City Soccer Club,32,74,74,3300000.0,8000.0,69.66666666666667,1.0,2.2424242424242424e-05,Average
André Hahn,FC Augsburg,31,74,74,3600000.0,26000.0,76.66666666666667,1.0,2.0555555555555555e-05,Average
Hugo Guillamón Sammartín,Valencia CF,22,74,82,9000000.0,22000.0,46.666666666666664,0.9024390243902439,8.222222222222222e-06,Average
Fernando Elton Meireles Petri,Sport Club Corinthians Paulista,30,74,74,3500000.0,23000.0,49.666666666666664,1.0,2.1142857142857144e-05,Average
Xavier Chavalerin,ESTAC Troyes,31,74,74,3500000.0,17000.0,69.33333333333333,1.0,2.1142857142857144e-05,Average
Sergio Gómez Martín,Manchester City,21,74,83,9000000.0,53000.0,70.33333333333333,0.891566265060241,8.222222222222222e-06,Average
Edon Zhegrova,LOSC Lille,23,74,81,8500000.0,23000.0,69.33333333333333,0.9135802469135802,8.705882352941177e-06,Average
Krépin Diatta,AS Monaco,23,74,81,8500000.0,34000.0,68.66666666666667,0.9135802469135802,8.705882352941177e-06,Average
Philip Zinckernagel,Standard de Liège,27,74,74,4500000.0,15000.0,70.66666666666667,1.0,1.6444444444444444e-05,Average
Abel Ruiz Ortega,SC Braga,22,74,83,9500000.0,13000.0,74.66666666666667,0.891566265060241,7.789473684210526e-06,Average
Santiago Simón,River Plate,20,74,84,9500000.0,11000.0,67.0,0.8809523809523809,7.789473684210526e-06,Average
Yann Karamoh,Torino F.C.,23,74,78,6000000.0,33000.0,69.66666666666667,0.9487179487179487,1.2333333333333333e-05,Average
Adam Armstrong,Southampton,25,74,77,5500000.0,45000.0,75.66666666666667,0.961038961038961,1.3454545454545455e-05,Average
Ander Barrenetxea,Real Sociedad,20,74,83,9500000.0,21000.0,74.0,0.891566265060241,7.789473684210526e-06,Average
Ola Aina,Torino F.C.,25,74,76,4900000.0,30000.0,63.0,0.9736842105263158,1.510204081632653e-05,Average
Jordi Masip López,Real Valladolid CF,33,74,74,1400000.0,15000.0,24.666666666666668,1.0,5.2857142857142855e-05,Average
Marlon da Silva Barbosa,AC Monza,26,74,77,4900000.0,850.0,45.666666666666664,0.961038961038961,1.510204081632653e-05,Average
Gauthier Gallon,ESTAC Troyes,29,74,76,3500000.0,14000.0,27.666666666666668,0.9736842105263158,2.1142857142857144e-05,Average
Mykola Matvienko,Shakhtar Donetsk,26,74,79,5500000.0,850.0,57.666666666666664,0.9367088607594937,1.3454545454545455e-05,Average
Francisco Femenía Far,Villarreal CF,31,74,74,3100000.0,24000.0,58.666666666666664,1.0,2.3870967741935483e-05,Average
Adam Smith,AFC Bournemouth,31,74,74,3100000.0,36000.0,63.0,1.0,2.3870967741935483e-05,Average
Ryan Bertrand,Leicester City,32,74,74,2900000.0,53000.0,57.333333333333336,1.0,2.5517241379310345e-05,Average
Václav Pilař,FC Viktoria Plzeň,33,74,74,2600000.0,1000.0,71.66666666666667,1.0,2.846153846153846e-05,Average
Luka Milivojević,Crystal Palace,31,74,74,3000000.0,39000.0,70.0,1.0,2.4666666666666665e-05,Average
Ángel Luís Rodríguez Díaz,RCD Mallorca,35,74,74,1800000.0,18000.0,76.33333333333333,1.0,4.111111111111111e-05,Average
Nicola Zalewski,Roma,20,74,86,10000000.0,34000.0,66.33333333333333,0.8604651162790697,7.4e-06,Average
Michael Renan Dimeira Couto,São Paulo,30,74,74,4099999.0,31000.0,63.666666666666664,1.0,1.8048784889947535e-05,Average
Christian Bassogog,Shanghai Shenhua FC,26,74,74,4700000.0,14000.0,74.66666666666667,1.0,1.574468085106383e-05,Average
Massadio Haïdara,Racing Club de Lens,29,74,74,3700000.0,26000.0,59.333333333333336,1.0,2e-05,Average
Mbaye Diagne,Fatih Karagümrük S.K.,30,74,74,4099999.0,24000.0,77.66666666666667,1.0,1.8048784889947535e-05,Average
Antonee Robinson,Fulham,24,74,77,5500000.0,35000.0,52.0,0.961038961038961,1.3454545454545455e-05,Average
Jordan Beyer,Burnley,22,74,79,6000000.0,19000.0,41.0,0.9367088607594937,1.2333333333333333e-05,Average
Yukinari Sugawara,AZ Alkmaar,22,74,78,5500000.0,8000.0,59.666666666666664,0.9487179487179487,1.3454545454545455e-05,Average
Pedro Filipe Teodósio Mendes,Montpellier Hérault SC,31,74,74,2900000.0,19000.0,43.0,1.0,2.5517241379310345e-05,Average
Jordan Siebatcheu,1. FC Union Berlin,26,74,77,5500000.0,28000.0,75.33333333333333,0.961038961038961,1.3454545454545455e-05,Average
Brian Oliván Herrero,RCD Espanyol de Barcelona,28,74,74,3800000.0,16000.0,61.0,1.0,1.9473684210526315e-05,Average
André Gomes Magalhães Almeida,SL Benfica,31,74,74,3100000.0,11000.0,68.0,1.0,2.3870967741935483e-05,Average
Ewerton Paixão da Silva,SK Slavia Praha,25,74,76,5500000.0,1000.0,71.0,0.9736842105263158,1.3454545454545455e-05,Average
Christopher Jullien,Montpellier Hérault SC,29,74,74,3500000.0,20000.0,58.666666666666664,1.0,2.1142857142857144e-05,Average
Bernardo Cuesta,FBC Melgar,33,74,74,2700000.0,1000.0,81.66666666666667,1.0,2.7407407407407408e-05,Average
Adrian Mierzejewski,Henan Songshan Longmen FC,35,74,74,1700000.0,9000.0,75.0,1.0,4.3529411764705885e-05,Average
